age,gender,driving_experience,vehicle_age,annual_mileage,total_claims_cost
26,1,13,1,7961,6413.961544275117
60,1,35,2,21091,17787.892329400907
52,0,16,15,16850,13870.490390752027
46,0,44,14,19063,15689.504662583706
33,0,36,14,22044,15954.87349220918
54,0,36,11,18597,15572.67151100897
45,0,36,16,11211,11531.374614235874
63,0,49,1,5892,9959.213910634535
22,0,1,6,18731,11197.252365873941
45,1,28,7,19026,13565.514109364094
19,1,18,15,9195,6794.201370184557
35,0,4,9,22550,15322.585800746463
41,1,40,2,15144,12519.085700274696
66,1,42,11,10689,12536.25333319848
35,0,32,10,6207,7504.722748240802
22,1,10,4,14591,8557.484878936715
63,1,34,19,7004,11406.75993924136
57,1,21,2,22246,16818.12507335288
57,0,3,8,23085,17479.961279078238
38,0,20,17,22067,15949.07580939227
53,0,20,11,23437,17323.282347476616
53,1,3,4,5757,9041.775535604202
56,1,50,13,6523,10354.939271604855
59,1,48,10,19773,17211.340416400028
35,0,45,2,11352,10541.188532373995
44,1,14,13,11019,10990.0864555621
30,1,15,15,21296,14620.403941597346
70,0,10,18,9906,13877.79751177651
36,0,5,0,5596,6196.452869320545
49,1,2,6,19181,15440.919813375
33,1,46,19,12415,10270.581926008712
46,0,7,1,22028,15529.997699461828
34,0,16,20,10319,9240.344433790511
61,1,36,5,16748,14844.914858884213
26,0,23,4,18733,12600.637261872933
38,0,50,17,10957,11113.439781304669
60,1,41,6,23659,18369.263303628995
65,0,13,13,10007,12333.38076427879
25,1,33,3,20257,13645.16246421899
46,0,18,12,21046,15891.907959432769
55,0,25,20,19209,15803.908122025005
18,1,12,0,21779,12328.353423316335
30,0,17,19,11593,9280.67149371383
31,1,36,7,11915,10197.209086524
22,1,12,18,19165,13403.657806647865
26,0,39,19,7911,7605.486494891909
33,0,2,6,6596,7554.014409361038
43,1,44,9,15239,12500.726443957821
60,1,39,8,6220,9794.27532810565
59,0,14,6,7190,9916.605444782548
59,0,17,4,8471,10380.51380976289
50,1,45,14,18181,15449.672575794772
46,0,29,8,15702,13688.460670583529
42,0,40,2,10398,10782.325378417598
68,0,49,1,23977,20179.74801887856
49,0,34,16,8040,9327.240662350137
34,1,5,20,9139,8324.145294219026
63,1,4,5,9990,11298.307790956038
31,1,40,18,18914,14193.63895580807
64,1,7,12,23628,17881.063607513737
23,1,31,18,6248,6195.051336574478
64,1,8,15,22714,18649.607999205517
60,0,15,10,12398,13276.622520903495
54,0,43,12,10147,11839.002235336844
33,0,22,8,6666,8155.261992290889
66,1,11,4,12767,12066.41756896053
66,1,18,2,12789,13479.44881681027
67,0,44,13,10156,13013.977710432704
48,1,24,10,14627,12342.632473013811
51,1,19,6,11314,10986.992268454318
47,0,3,16,10729,10724.784013591803
49,0,44,2,15744,14318.970757259434
23,1,41,17,18456,12934.179242582013
39,0,39,9,7791,9171.707052346193
55,1,28,13,11104,11487.553677519987
48,1,27,13,23075,16995.15302454669
23,1,27,13,13638,9979.328907288116
37,0,2,8,5045,6574.040028580104
32,0,10,4,20512,14040.599989438415
51,0,27,16,15506,13780.220755841
59,0,6,0,12424,12615.337529310622
40,0,27,14,20259,15221.66150799105
29,1,30,15,22593,14518.588861835598
43,1,44,17,19037,15338.035774160846
58,0,5,15,16114,13552.873580276835
18,0,31,6,24918,14741.035861322387
19,0,20,20,23594,14842.216674079533
41,1,49,15,11376,10516.102883645106
51,1,20,15,15744,13714.949700336163
42,0,6,7,13574,11270.518957488126
45,0,2,8,22662,16049.719686776312
60,1,26,3,15517,13876.84461434077
31,1,3,16,22792,15286.084734700653
51,1,44,9,13874,13495.567182816478
19,0,16,3,12937,8583.062608762835
48,0,43,10,11254,11800.946258543097
49,0,20,2,8318,9100.44738285185
44,0,9,16,5654,7898.279933766747
27,1,25,5,5918,6639.030423742853
45,0,50,10,9681,10763.356666044054
54,0,32,10,12706,12763.69567342584
27,1,7,12,6526,7083.288662837399
66,1,13,4,19206,16158.44718129198
66,0,26,7,12488,13962.29226878474
22,0,25,1,20875,13281.590803414856
52,0,42,4,15145,13364.299755310227
31,1,47,19,6698,7873.786259432007
31,0,12,1,6169,6266.436705126436
45,1,27,16,18659,15131.111534290985
50,1,29,15,7032,9701.347941970029
54,0,41,3,22965,16876.575493241144
52,1,24,16,15894,14881.211910681353
43,0,46,20,9611,9559.041032776851
48,1,2,19,7605,9506.003083404183
62,1,33,9,16388,14899.619176667404
60,0,14,0,24466,19047.55637966267
69,0,22,16,21817,18926.914664942364
49,0,45,10,6623,10104.176629606485
34,0,15,15,8649,8385.459940781553
44,0,35,13,22848,15699.059663744425
47,0,19,15,18101,14464.494021470446
69,0,45,9,13670,14957.968580962637
53,0,29,2,21443,17270.284891991883
37,1,17,14,6809,7228.618200281146
28,0,25,6,11503,9098.26208805247
34,0,38,5,23595,15880.157222211315
26,1,38,11,24734,16759.46608407369
34,1,40,20,19887,13882.23082993599
30,0,28,19,7766,8542.527489038022
48,1,19,9,13848,12902.49001771462
66,0,12,18,5405,10025.520570500352
69,0,9,2,22917,19026.095485053458
18,0,46,9,13638,10064.569546094863
34,0,27,8,17666,12655.790507413585
50,1,6,0,12270,10857.514202582643
45,1,46,13,23244,16370.740113901267
19,0,2,12,11437,8809.230160846982
48,0,23,12,21745,17140.916597892512
25,1,32,18,19424,13977.177268686422
33,0,41,18,5183,7243.461066073091
20,1,40,15,21719,13768.618523300898
54,0,13,20,21058,15962.21226692676
30,0,11,2,12523,9254.295613888338
29,0,46,15,21709,14670.688956043952
18,1,6,6,23524,13129.230216797378
47,0,1,1,15569,12688.649963414799
68,0,19,6,10803,12525.186248788768
48,1,21,6,15220,13183.111117833845
54,1,8,6,12137,11370.921114574245
64,1,45,19,24200,20950.34380875907
23,0,43,9,18785,14115.19818676109
33,0,31,17,6642,8500.903201545147
27,1,7,3,5750,5704.903696105682
24,0,12,10,18318,12422.59290733177
26,0,41,13,17879,12047.205117591911
58,1,15,17,5593,8689.441176115693
42,0,9,14,23638,16395.635327473658
20,0,43,9,11266,9608.309930308855
35,0,31,1,20136,14106.317427151851
70,1,31,0,18908,17485.719255401957
64,0,15,10,21889,17919.737153078273
45,1,43,3,12627,11540.0545578579
32,1,26,1,21259,14429.12595980629
46,1,21,1,24158,17012.83610747406
37,0,44,13,5928,8661.115861349466
42,1,14,19,24927,16803.18041332487
33,0,41,8,20357,14593.103581738773
41,1,43,14,21257,15945.7638910395
50,1,1,7,21191,15707.921204534827
55,1,8,0,6303,8441.237342934384
60,0,11,18,13027,13632.24127787077
58,1,44,8,24552,18407.545093489636
39,0,43,9,14594,12704.052399081595
43,1,2,6,8635,7692.595412562984
37,0,27,18,8119,9616.049923856026
62,1,3,17,14686,14414.030999487552
54,0,24,2,17410,14670.76190626762
60,1,28,14,19322,15377.013145020588
32,1,15,3,19322,13157.964633773241
38,1,35,15,8023,8542.32127712054
51,0,41,12,18520,16123.862013176296
42,0,9,13,7788,7847.675191873545
55,1,34,19,19662,15724.435422129516
18,0,6,16,24803,14689.170324105928
31,1,25,17,20571,14317.91592482703
65,0,27,10,16171,15111.817021537909
66,1,5,11,23026,18400.825309793614
28,0,27,1,16758,11617.477669541198
45,0,49,3,6304,8459.176879374165
35,0,31,18,20813,14728.88625113094
51,0,23,16,12219,12071.105697667143
59,0,20,3,8024,10886.62137084467
53,1,9,3,7378,10140.633065751143
37,1,11,9,7361,8329.928744419374
32,0,29,13,6909,7647.345910813248
24,0,3,8,8424,6311.1041637611215
66,0,32,9,18511,17220.177077615474
44,1,9,10,22303,16712.47911025008
47,0,41,4,8965,10030.186623024147
22,1,11,8,10699,7864.415865808757
39,0,34,0,14476,12439.647401331438
37,0,28,7,22632,15878.793749091576
67,0,23,3,11024,13897.51113964363
58,0,8,20,21592,17330.222540055405
28,0,3,10,10248,7476.225585402077
45,0,17,4,24866,17921.977919973615
55,0,15,2,7137,9609.44737809098
59,0,48,19,12760,13677.061647124741
26,1,1,4,22874,13499.109299132318
40,0,35,7,6207,8451.74208358614
43,1,45,14,13900,12816.317333445242
68,1,30,13,14341,15046.262840437892
58,1,12,17,18465,16509.136735588236
28,1,47,12,15574,11305.096561829729
36,1,38,2,15421,12183.911248673372
45,1,17,15,16905,13568.033372172216
38,1,27,2,19858,14536.694336959381
53,0,48,19,5630,9866.392910030201
59,1,3,8,8579,10380.941690688001
39,1,32,10,21859,14970.579263629015
42,1,39,9,19047,14747.10030298476
66,1,2,7,17594,16337.1289338047
47,1,7,19,22260,15507.722518753422
38,1,14,20,6133,7427.222186641966
61,1,25,13,11963,13172.89329642598
38,0,45,7,5779,7252.843612773032
23,1,8,2,14701,9307.486944784032
64,1,18,15,21430,17368.981928167002
58,0,7,8,22486,17031.68291152113
27,1,12,8,21265,13942.281406028622
41,1,20,15,17809,14803.81010945768
67,1,10,0,13871,14062.467400212674
24,0,19,13,13064,9297.848325534744
31,1,32,2,16785,11863.990761093326
29,1,13,6,5223,5358.698234606282
70,1,47,7,5560,10520.102991171336
68,1,31,4,24851,19569.216578366286
27,0,18,3,21786,14749.752352274552
42,0,28,8,8371,9505.981094561597
54,0,47,16,9725,10823.739646841748
19,1,14,16,20549,13297.59429740117
52,1,47,4,10471,12085.887654232894
51,0,42,10,8288,10268.327897714687
44,1,42,15,15247,13942.913740583435
63,1,20,10,14832,14536.619527261071
48,0,29,16,24425,18393.618090622083
44,0,24,12,10134,10146.394641068773
33,0,21,7,17433,13366.59783067517
53,1,38,12,18652,15722.867060601555
70,0,38,9,9221,12505.643218460526
41,1,41,13,12194,11590.378134388764
55,0,6,4,15293,13331.14431393524
69,1,7,20,10377,12650.46728938546
38,1,4,20,5864,7725.0460953702795
37,1,26,15,15858,12448.508988866031
28,1,33,13,22858,15017.664019394251
50,0,26,11,12512,11834.91512216073
31,0,3,8,9215,7312.41104727944
45,1,42,15,21268,17177.567705282785
50,1,32,1,20449,15518.080904538776
46,1,29,12,7163,8881.315745352833
53,1,32,19,12621,12813.871518274816
62,0,34,12,23585,18707.97101784372
49,0,25,18,17573,13718.254646063466
55,1,4,19,19993,16320.788694373321
39,1,40,4,20228,15145.694079596082
61,1,2,11,17962,15277.93888016716
24,0,44,3,19009,12602.227146408242
61,1,12,0,8003,9889.658492628614
22,1,30,20,10999,9826.735525236907
48,1,48,16,17725,14904.056278552327
49,0,44,2,5411,8527.797656394989
35,0,47,17,10277,10142.094857234277
56,1,10,3,10127,10788.189734227482
30,0,28,4,19164,14457.035020297828
47,0,24,15,11200,11224.18382813365
19,0,11,8,23330,13480.470296670708
45,1,7,18,12096,11334.884591585538
20,1,35,8,20681,13778.360701681006
50,0,22,1,12164,11042.552699174039
64,0,8,1,23246,19048.43757051903
46,0,25,19,6701,9158.091735359207
37,0,7,7,22912,15415.066800136297
60,0,42,11,8949,12078.177715361035
26,1,19,9,23766,14381.60154688203
27,1,35,3,19245,13803.650706152834
24,1,23,2,16087,10617.601965668819
68,0,1,7,13566,13370.499123262807
45,0,18,13,12942,11457.281720670253
35,0,35,19,19802,14686.518702640087
42,1,34,15,12124,10868.742258328213
61,1,16,1,6744,8522.514852376582
27,0,32,14,13794,10729.855765502001
26,0,7,3,15762,11140.351696718706
36,0,1,14,16119,11994.530858558534
32,1,35,17,18183,13650.912010462824
63,0,27,14,10754,13017.563868098792
20,1,4,7,21817,12665.796684089157
39,0,29,4,13600,12252.126759856837
37,0,29,16,8173,8438.59407917261
59,1,37,11,15607,14748.751592364142
51,1,4,0,19742,15910.167355864432
40,1,6,6,13049,10891.369053371642
34,1,14,5,13596,10563.605115412927
35,1,14,19,7476,7470.321002779655
36,1,7,13,10786,8894.311094535838
63,1,34,15,15790,15001.329546930887
34,0,24,20,14200,11363.213642038614
47,0,30,20,15828,14645.242966916909
27,1,48,20,14939,11397.934574280256
54,1,36,5,10897,11095.72387747682
62,0,49,13,13347,14598.14566244462
67,1,14,18,15525,15312.617346442046
68,1,13,0,11143,12638.176296905744
68,0,27,15,12079,14577.106753041742
27,1,5,13,10156,8729.61831303057
65,0,7,16,8820,12117.230810260075
51,0,43,0,8033,9854.248121534607
21,0,41,9,18425,12319.0339344971
42,1,27,14,18698,14416.942247926905
43,1,21,19,7752,8702.750860839637
56,1,11,10,12450,11700.25157756966
50,0,44,3,5481,8907.175930490488
63,1,22,19,18020,16179.608178423596
69,1,4,9,12456,13429.094200646688
39,1,2,7,20132,14757.383643861933
68,1,20,1,6816,10243.587480637483
61,0,48,5,15675,16029.304338843454
36,1,49,0,13408,11013.044788537207
23,1,18,2,16353,11237.003975031896
61,1,24,12,7854,10249.816258950737
42,1,34,0,12086,11009.520694734469
47,0,35,14,14593,12734.646720805029
59,0,21,20,24284,18693.19600800537
56,0,27,12,16519,14131.211929536808
68,0,41,14,24049,20055.965052199528
42,1,46,19,6076,9058.280275435844
19,1,46,13,13796,9972.087042377949
55,1,2,1,18296,14535.368302869376
26,0,29,17,7305,7130.502001563395
28,0,33,3,12591,10190.136059140143
23,1,23,13,22591,14920.725214530077
48,1,12,12,8849,8677.487501733209
22,0,45,13,8024,7250.517218351209
31,1,26,15,16905,12912.65955876914
59,0,28,20,13098,14383.176414720545
64,0,37,19,13327,14662.503091964109
18,0,28,7,5295,5152.0830823582655
58,0,33,12,9806,12026.928513452898
27,0,8,3,24636,15376.760193696276
66,0,8,4,13779,14032.595611583183
29,0,32,11,6494,7347.989768975637
39,1,30,16,8925,10144.495603250443
18,0,23,20,8455,7264.004801285109
60,0,43,3,20426,16963.548797632633
21,1,3,13,8325,7174.279799770123
20,0,14,15,20367,12513.064544711731
70,0,21,18,21719,18670.60992304885
55,1,1,4,23827,16302.952658780858
22,0,29,3,19846,12889.99911445036
59,0,23,0,24204,18777.27437299292
37,1,41,10,13262,10539.826128827757
51,1,29,6,18775,16467.023206067322
40,1,39,15,9788,9607.986173631694
53,0,33,8,14272,12689.986095930397
37,0,30,11,24302,16616.43726540053
26,1,23,16,11836,9557.651097172367
44,1,35,20,14378,12618.906206593858
63,1,1,0,10299,11667.967081227604
63,0,14,12,10721,11855.214572699206
20,0,1,5,21239,13155.319916315566
48,0,6,1,22115,16070.998231002399
35,1,12,4,17368,13438.52116803372
27,1,45,14,16571,12445.383846902278
50,1,29,3,10303,10749.09194300641
57,1,28,7,23021,17998.521988421227
37,0,37,18,18186,14348.138267876286
70,1,36,3,13975,14343.459801232957
54,1,12,8,15157,12905.001983740553
23,1,36,6,15909,11533.60113363831
46,1,23,0,11722,10913.208172029366
63,1,45,1,16593,14735.604119299589
21,1,11,12,18110,11202.43669190025
44,0,46,14,23050,17316.800072710477
26,0,32,10,23379,15818.161832707701
57,0,22,17,14393,13942.783227447575
40,1,50,9,16211,13321.880455607652
65,0,10,9,5953,9715.344743370373
43,0,32,3,19135,14235.306232176265
29,0,34,4,22268,14514.491540061876
27,1,21,17,14976,11290.071261959132
63,0,8,12,15977,14516.472880910867
60,1,39,19,13656,14221.132673877744
40,0,49,17,12851,11765.328643134637
44,0,24,18,16149,13574.350206877092
51,0,46,18,12393,13266.49754272986
33,0,35,19,11498,10718.175939353792
63,0,34,2,14306,14170.95486420936
42,1,23,19,24123,16745.403284197462
45,0,35,9,10745,11130.426261384431
32,0,31,13,7694,8124.890618900263
66,0,35,13,14760,14563.95901971414
55,0,18,12,11313,12378.511581917906
40,1,5,0,10705,9840.547943499263
36,1,22,10,13650,10768.515942119553
27,1,18,2,10062,9441.904741693395
30,0,42,13,12562,8941.503435515791
55,0,16,9,20142,16483.97830275153
18,0,49,10,9896,7787.694933071856
28,0,14,4,10160,8376.403696842935
62,1,34,19,7909,10829.87191949793
43,0,35,18,11683,11258.574065366725
27,1,28,16,18848,12807.135354494674
62,0,22,6,10186,12161.846019448369
32,0,26,7,19842,14079.420878880434
34,0,25,7,6596,7773.187019922442
64,1,15,15,18191,16395.259406592504
25,0,14,17,11073,8783.431106441265
53,0,10,0,19110,15006.8094753136
23,0,26,5,9573,8688.36691116992
27,1,3,6,10397,8514.14174553927
44,0,19,7,10158,10039.357269081698
37,1,38,19,16228,13844.334765084965
42,1,40,15,5048,8149.511470768117
41,1,33,19,9229,9844.718483747973
33,0,31,10,5514,6466.486242684763
61,1,36,15,11528,13157.303502640008
33,1,33,0,10349,9343.14996308779
68,0,45,2,23184,19032.009544920784
20,1,34,6,16491,10556.398144511468
49,0,39,15,15831,13380.841975105643
38,1,47,3,8385,8535.70885323109
56,1,37,13,9731,12081.023437354428
20,1,23,10,14435,10161.564741086233
27,1,37,3,24145,15088.839103455088
38,0,20,8,17236,12267.0921641653
59,1,1,3,8909,9022.50394527013
24,0,12,12,6594,5828.702389362045
36,0,14,16,24364,16780.937515916874
46,1,31,4,7308,8346.354278238545
62,0,45,18,23618,19601.650830474555
59,1,4,13,24212,19292.330815638896
63,1,7,19,11895,11825.918465752015
41,1,20,2,7415,8157.5902500050415
46,0,45,1,11076,10580.236290091001
47,1,47,15,6975,10006.392231587877
60,0,50,8,5098,9791.47376725049
62,0,15,6,5853,9783.602298023206
52,1,8,19,8250,10093.103002021558
59,0,34,4,19083,16356.84102526768
68,1,37,11,21488,18728.698652985313
51,1,15,1,6866,8326.803457107186
56,0,19,11,6427,10164.346816027048
69,1,46,17,13142,15615.571542965128
38,0,50,6,10324,10066.560234827295
70,0,45,19,19090,17924.215665178657
60,0,18,5,21362,16270.530402347427
60,0,5,19,22460,17982.59630744761
43,0,32,17,13127,10886.789163708605
50,0,46,16,18377,15486.811231100723
70,1,42,10,8486,11588.493660086484
23,0,28,15,18264,12039.038434203456
40,0,8,16,7479,8297.879969040332
59,0,33,5,21542,17743.91789229561
58,1,25,0,19633,16767.70351670414
61,0,21,10,11385,12299.377348493472
62,0,30,11,10294,12170.701602465031
35,0,47,6,23389,16199.091490450493
64,1,11,2,9328,11047.922895920261
38,1,6,19,18173,13372.800289951952
50,0,14,2,19839,15616.198502655181
28,0,10,5,11166,9611.297911824015
57,0,50,15,10350,13109.368146995886
62,1,9,18,18783,16204.311969562345
31,1,5,17,18631,13268.306123107068
19,0,18,9,9156,6816.064630305363
55,0,35,1,5023,7987.60855431008
62,1,33,11,12606,13702.315860610295
52,0,1,18,16932,14409.822034359064
45,0,41,19,10384,11880.720022963616
62,0,26,17,24610,19448.24711028816
33,1,28,10,6383,6444.516017481447
68,0,39,18,7954,12239.428258736107
33,1,43,19,12833,10338.770169538268
62,0,5,16,16857,14649.88578747622
62,1,12,4,19736,16146.881873370527
25,0,50,5,16156,11502.800627816378
62,1,17,7,11466,11744.386082647794
55,0,50,12,22715,18741.79575679619
55,0,1,17,10428,11396.77810838307
25,1,3,5,21188,12794.625691774325
48,0,8,7,9188,9341.388706473723
54,0,44,3,14112,12812.33716240912
40,0,10,0,8291,8521.2646543451865
58,0,25,15,8778,11579.413291154962
27,1,12,12,13450,9748.016560206961
28,1,22,4,14454,11046.023104501228
44,0,47,11,17139,14079.894060061391
40,1,18,14,13912,11815.06775532922
50,1,39,17,9618,11607.1821331806
39,0,39,17,21851,15729.44585021519
32,0,34,11,7670,8101.297153126975
21,1,44,17,19200,13305.781119685817
56,0,19,0,23793,17665.048674691436
60,0,44,18,8470,11729.311996003886
27,1,22,7,24481,15740.1431543815
25,1,46,7,21860,15102.72602765872
48,1,15,9,6016,8787.5476659411
45,1,30,19,22468,16656.615149352852
52,1,12,4,11643,11636.120454555135
62,1,12,13,15984,15548.377161611003
37,1,9,10,13434,10532.502568397887
65,0,34,20,18400,17689.62476935132
25,1,21,5,17522,11095.66732845141
49,1,25,20,21152,16077.484489910683
20,0,26,13,6986,6471.556411597315
58,0,40,18,19022,15798.812119859977
65,1,49,13,6694,11327.15402939732
28,0,1,20,13214,8961.478190951268
30,0,15,6,17056,11636.774283299033
56,0,25,3,17424,14426.029117139973
35,1,6,19,24146,16679.9939598623
56,0,5,4,9779,10159.758558882386
38,1,37,17,24671,17984.055050612005
22,1,13,4,20228,12238.065494269944
48,1,23,2,22903,16552.403893126164
37,0,5,9,12150,9730.459929107788
35,0,46,16,8429,9652.826090824701
56,1,32,19,21013,16602.552597244452
66,0,26,9,23199,19359.45374923053
20,0,15,18,16766,11711.336575311449
65,1,26,20,12603,13683.092375676066
25,1,5,3,11148,7563.554372506973
36,1,25,6,5867,7526.102172462477
67,0,29,20,13628,14208.83991152883
27,0,41,9,18916,12804.293820340834
32,0,50,7,19282,13707.891611394498
29,0,20,14,11690,9097.921561821298
52,1,39,3,5699,9698.663664072228
69,1,11,12,9748,12611.065826973454
65,1,24,13,21286,18132.320643737246
49,0,12,5,13892,11947.99551974375
59,0,33,14,8539,11774.837792551132
51,0,41,7,10096,10669.776384434968
57,1,49,7,10955,12212.414898492301
18,0,19,4,18099,11900.99280130224
30,1,50,11,17497,12561.621717615251
24,0,36,5,17950,12263.66983089063
28,1,24,12,13434,9922.461927120765
28,0,44,8,23859,15655.716885045851
30,1,41,3,23722,15694.080128933507
54,0,44,3,21180,16865.728762011735
51,0,27,9,15809,14297.349206628818
32,0,10,7,12712,10278.953298445345
54,0,27,8,11411,12294.446411520606
31,0,32,17,23894,16620.21906320852
54,0,29,12,6890,10450.84866157889
43,0,18,14,5725,8055.984127501412
66,0,23,20,20716,18344.754909896375
45,0,27,18,16936,13877.677827634467
35,1,7,12,9279,8531.510468828303
34,1,10,5,21039,14487.425239469432
67,0,6,19,24049,19245.65661868502
56,1,22,18,19374,16029.790609148124
62,1,3,14,23580,18556.39177759238
51,1,46,15,16913,15644.458900840273
29,0,9,18,9429,7638.555156797346
47,1,49,7,9144,10176.18249573629
52,1,49,17,7688,10674.79250904244
37,1,12,12,21457,15138.170543131571
43,0,36,19,16009,12887.116908775244
42,1,8,20,23511,16295.642874375028
25,0,9,11,21876,13387.134423661413
37,1,7,17,22740,15647.217701503885
45,0,32,17,22897,17755.28157032887
63,1,5,5,9608,11303.208978847535
50,0,7,6,13955,12191.454383092052
63,0,13,0,20062,17717.737504627938
38,0,25,6,10375,9364.376433945381
67,1,18,17,18080,16616.911377551653
51,1,11,4,12343,11394.129772895818
22,0,25,20,10666,8179.359151310694
59,0,16,4,14523,13904.428859211868
29,0,35,13,13000,10228.592077916754
20,0,1,14,14096,9913.219696354898
35,0,22,1,8887,8209.48196426449
67,0,46,7,24360,19939.09567171473
67,1,15,18,7358,10762.050963065278
64,0,25,6,17375,15604.729705343667
18,0,41,10,13931,10074.578698582738
25,1,36,7,12541,8653.257318975997
68,1,25,14,24817,19578.821653378553
57,1,30,7,12409,12806.411211567045
47,0,31,8,20893,15455.90301157842
37,0,7,15,14166,11864.673491179765
68,1,3,16,5523,9543.18729722647
51,0,47,19,12657,12506.546252430679
38,0,7,4,13426,10659.506665339824
69,1,20,5,14541,14534.30597027239
36,1,36,16,6765,8005.6047808783815
60,1,44,13,9882,12368.888186721519
64,1,9,15,13884,14208.220934812454
35,1,4,0,16230,10735.881879405237
57,1,16,20,9937,12015.168424580703
41,1,31,8,23067,17115.62393635656
59,1,36,20,6736,10160.764892369172
46,1,28,6,22125,15409.048881481265
51,0,39,4,16173,13266.920001944176
39,0,8,17,8003,7615.090053298813
21,0,44,13,9433,8240.860530878655
40,1,5,14,19329,14451.578796023017
34,1,21,0,10907,9960.483861375631
61,0,28,3,9366,11594.786047778845
37,0,14,3,22702,15882.755062545191
68,1,34,19,22598,19020.558780336945
56,1,42,10,7943,10165.03457318568
26,1,31,13,7105,7246.181340639616
36,1,45,8,24585,17151.101470272533
38,0,39,3,15904,11585.346201522168
60,0,13,10,20392,17224.968466166523
60,0,9,0,11727,11736.967700173562
61,1,45,13,9319,11943.453547910503
34,0,15,15,15400,11343.03728818814
51,0,38,6,10968,11842.196373384548
69,1,2,6,22702,18235.638595792552
24,1,14,8,23053,13685.833493473781
66,0,17,4,11019,12714.045115197632
21,0,27,11,20506,12399.064662146986
62,1,20,20,11135,12622.377388613622
68,1,50,2,6284,10961.70201547714
18,0,15,1,12748,9854.915530199753
45,1,11,11,15476,12993.485777851462
34,0,21,9,14388,10647.3280284783
53,0,31,13,20068,16532.218956656234
51,0,30,17,8160,10240.617004975848
44,0,43,11,12802,12101.272247794093
46,1,47,13,15840,12992.036565015169
43,0,6,5,20833,15826.951508745675
38,1,44,18,10287,10592.617884303532
57,0,28,3,5103,8713.304580632624
52,0,10,14,24496,17054.216957552486
30,0,35,14,11303,9970.452654953415
51,0,46,15,14396,12969.551367375629
53,1,49,3,24630,18043.86473901649
58,0,11,9,18888,16005.162466870339
60,1,41,16,10589,12911.860575152861
45,0,20,12,6127,8134.247901794264
27,1,45,1,22153,13835.097214121968
49,0,14,11,18750,13708.182848981962
63,0,31,19,20754,17166.907745090186
44,0,5,2,14465,11444.103412702447
50,0,38,8,19340,15183.163261687305
18,0,32,4,17055,11248.188211848923
31,1,8,9,15951,11045.994813207248
